LATITUDE,LONGITUDE,NAME,DESCRIPTION,ICON,CLUES,NOMRBE DE LA INSTITUCION DE SALUD,CLAVE DE LA INSTITUCION DE SALUD,NOMBRE DE LA ENTIDAD,CLAVE ENTIDAD,NOMBRE DEL MUNICIPIO
19.3596,-99.139,DFIST000295,"DFIST000295
ERMITA
ISSSTE
AVENIDA ERMITA IZTAPALAPA 67
UNIDAD DE CONSULTA EXTERNA",157,DFIST000295,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.5666,-99.1395,DFSSA001156,"DFSSA001156
C.S.T-I COMPOSITORES MEXICANOS
SSA
GUTI CÁRDENAS Y CONSUELO VELÁZQUEZ SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001156,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.3733,-99.1398,DFSSA003191,"DFSSA003191
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL BJU- 5
SSA
BRETAÑA Y ORINOCO 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003191,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4396,-99.1399,DFIST000452,"DFIST000452
PERU
ISSSTE
REPÚBLICA DE PERÚ 25
UNIDAD DE CONSULTA EXTERNA",157,DFIST000452,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4249,-99.1403,DFIST000761,"DFIST000761
# 14 ISSSTE (FRAY SERVANDO)
ISSSTE
FRAYSERVANDO TERESA DE MIER 32
UNIDAD DE CONSULTA EXTERNA",157,DFIST000761,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4569,-99.1405,DFSSA003425,"DFSSA003425
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL CUH- 1
SSA
LERDO 322
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003425,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4556,-99.1407,DFIST000464,"DFIST000464
DR. GONZALO CASTAÑEDA
ISSSTE
MANUEL GONZÁLEZ 200
UNIDAD DE HOSPITALIZACIÓN",157,DFIST000464,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.5395,-99.1408,DFSSA000852,"DFSSA000852
HOSPITAL MATERNO INFANTIL CUAUTEPEC
SSA
EMILIANO ZAPATA 17
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA000852,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.1994,-99.1408,DFSSA002660,"DFSSA002660
HOSPITAL MATERNO INFANTIL TOPILEJO
SSA
CALZADA SANTA CRUZ 1
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA002660,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.4596,-99.1412,DFSSA003372,"DFSSA003372
HOSPITAL PEDIÁTRICO PERALVILLO
SSA
TOLNAHUAC 14
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003372,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.3669,-99.1415,DFSSA003186,"DFSSA003186
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL BJU- 1,2
SSA
DIVISIÓN DEL NORTE Y MUNICIPIO LIBRE 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003186,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4926,-99.142,DFSSA001243,"DFSSA001243
C.S.T-III DR. RAFAEL RAMÍREZ SUÁREZ
SSA
MONTEVIDEO ESQUINA 17 DE MAYO 555
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001243,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.2837,-99.1433,DFSSA018072,"DFSSA018072
UNIDAD MÉDICA DE LA COMUNIDAD PARA MUJERES
SSA
PERIFÉRICO SUR 4866
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018072,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.5476,-99.1436,DFSSA018463,"DFSSA018463
UNEME CAPA VALLE DE MADERO
SSA
ESTADO DE MÉXICO CASI ESQUINA TECNOLÓGICO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018463,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.427,-99.1437,DFSSA003326,"DFSSA003326
CLÍNICA DE ESPECIALIDADES NO. 5
SSA
ARCOS DE BELÉN 17
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003326,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.2839,-99.1437,DFSSA018055,"DFSSA018055
UNIDAD MÉDICA DE LA COMUNIDAD DE DESARROLLO PARA ADOLESCENTES
SSA
PERIFÉRICO SUR 4866
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018055,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.5615,-99.1438,DFSSA001161,"DFSSA001161
C.S.T-I DIANA LAURA RÍOJAS DE COLOSIO
SSA
HALCÓN CASI ESQUINA AVENIDA RÍO SAN JOAQUÍN MANZANA 18 LOTE 11
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001161,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4353,-99.1441,DFIST000855,"DFIST000855
# 20 S.R.E.
ISSSTE
AVENIDA PLAZA JUÁREZ 20
UNIDAD DE CONSULTA EXTERNA",157,DFIST000855,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4662,-99.1442,DFIMS000020,"DFIMS000020
HES CM LA RAZA
IMSS
SERIS Y ZAACHILA 
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000020,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.443,-99.1444,DFIST000860,"DFIST000860
S.H.C.P. COMPLEJO HIDALGO # 1
ISSSTE
RICARDO FLORES MAGÓN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",157,DFIST000860,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4431,-99.1444,DFIST000896,"DFIST000896
S.H.C.P. COMPLEJO HIDALGO # 2
ISSSTE
AVENIDA HIDALGO 11
UNIDAD DE CONSULTA EXTERNA",157,DFIST000896,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4431,-99.1444,DFIST000913,"DFIST000913
# 28 SAGARPA
ISSSTE
AVENIDA INSURGENTES 489 3ER.PISO
UNIDAD DE CONSULTA EXTERNA",157,DFIST000913,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4431,-99.1444,DFSME000074,"DFSME000074
CLÍNICA METRO
ESTATAL
AVENIDA CHAPULTEPEC 104
UNIDAD DE CONSULTA EXTERNA",182,DFSME000074,SERVICIOS MÉDICOS ESTATALES,ESTATAL,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4431,-99.1445,DFIST000826,"DFIST000826
# 16 SAGARPA
ISSSTE
INSURGENTES SUR 881
UNIDAD DE CONSULTA EXTERNA",157,DFIST000826,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4431,-99.1445,DFIST000925,"DFIST000925
# 30 SINDICATO SAGARPA
ISSSTE
AVENIDA ROSAS MORENO 104 2DO PISO
UNIDAD DE CONSULTA EXTERNA",157,DFIST000925,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4565,-99.1446,DFIST000353,"DFIST000353
DR. HONORATO VILLA ESP. DENTALES
ISSSTE
PROLONGACIÓN GUERRERO 358
UNIDAD DE CONSULTA EXTERNA",157,DFIST000353,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4567,-99.1446,DFIST000365,"DFIST000365
NEUROPSIQUIATRIA
ISSSTE
PROLONGACIÓN GUERRERO 346
UNIDAD DE CONSULTA EXTERNA",157,DFIST000365,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.3039,-99.1446,DFSSA000415,"DFSSA000415
C.S.T-I EJIDOS DE SANTA URSULA
SSA
CERRADA DE EJIDO ENTRE VÍADUCTO TLALPAN Y CALZADA DE TLALPAN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000415,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,COYOACÁN
19.466,-99.1447,DFIMS000044,"DFIMS000044
HGO CM LA RAZA
IMSS
CALZADA VALLEJO ESQUINA ANTONIO VALERIANO 
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000044,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.465,-99.145,DFIMS000073,"DFIMS000073
U.C. EXTERNA.ESP CM LA RAZA
IMSS
CALZADA VALLEJO Y JACARANDAS 
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000073,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.3461,-99.145,DFIST000032,"DFIST000032
CHURUBUSCO
ISSSTE
CALZADA DE TLALPAN 1983
UNIDAD DE CONSULTA EXTERNA",157,DFIST000032,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,COYOACÁN
19.4667,-99.1451,DFIMS000015,"DFIMS000015
BCO. SANGRE CM LA RAZA
IMSS
JACARANDAS Y SERIS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000015,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4248,-99.1451,DFIST000785,"DFIST000785
# 9 JUNTA DE CONCILIACION Y ARBITRAJE
ISSSTE
RÍO DE LA LOZA 68
UNIDAD DE CONSULTA EXTERNA",157,DFIST000785,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.3751,-99.1451,DFSSA003256,"DFSSA003256
C.S.T-III PORTALES
SSA
AVENIDA SAN SIMÓN 94
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003256,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4374,-99.1452,DFIST000884,"DFIST000884
SINDICATO NACIONAL DE LA S.H.C.P.
ISSSTE
AVENIDA HIDALGO 11
UNIDAD DE CONSULTA EXTERNA",157,DFIST000884,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4276,-99.1452,DFSSA018451,"DFSSA018451
UNEME CAPA CLÍNICA DE ESPECIALIDADES NO. 5
SSA
ARCOS DE BELÉN 17
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018451,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4424,-99.1454,DFSSA018311,"DFSSA018311
CONSULTORIO MÉDICO LEGAL DEL JUZGADO CÍVICO DEL METRO GUERRERO
SSA
ZARCO Y EJE 1 NORTE 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018311,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4667,-99.1457,DFIMS000056,"DFIMS000056
HINFEC CM LA RAZA
IMSS
ZAACHILA Y JACARANDAS SIN NÚMERO
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000056,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4402,-99.1458,DFSSA003430,"DFSSA003430
JEFATURA DE MEDICINA LEGAL ZONA CENTRO
SSA
ZARCO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003430,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4371,-99.1464,DFSSA018796,"DFSSA018796
CONSULTORIO MÉDICO LEGAL DE LA AGENCIA DE INVESTIGACIÓN SIN DETENIDO DEL MINISTERIO PÚBLICO DEL METRO HIDALGO
SSA
LINEA 2 METRO HIDALGO ENTRADA-SALIDA POR PUENTE DE ALVARADO ESQUINA ROSALES SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018796,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.2029,-99.1465,DFSSA002882,"DFSSA002882
C.S.T-II TOPILEJO
SSA
MIRADOR CHAPULTEPEC ESQUINA PROLONGACIÓN LAS CRUCES SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002882,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.4838,-99.1468,DFSSA018183,"DFSSA018183
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL GAM- 3
SSA
CERRADA SUR DE LOS 100 METROS ENTRE EJE CENTRAL Y VALLEJO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018183,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4405,-99.1471,DFSSA003500,"DFSSA003500
C.S.T-III DR. MANUEL DOMÍNGUEZ
SSA
HÉROES 38
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003500,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.3753,-99.1472,DFSSA018405,"DFSSA018405
UNEME CAPA PORTALES
SSA
AVENIDA SAN SIMÓN 94
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018405,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4181,-99.1473,DFSSA003466,"DFSSA003466
C.S.T-III DR. ATANACIO GARZA RÍOS
SSA
DR. ERAZO ESQUINA AVENIDA DR. JOSÉ MARÍA VÉRTIZ 75
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003466,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4409,-99.1473,DFSSA018306,"DFSSA018306
CONSULTORIO MÉDICO LEGAL DEL JUZGADO CÍVICO 50- B
SSA
ZARCO Y VIOLETA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018306,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4647,-99.1479,DFSSA000251,"DFSSA000251
C.S.T-II EL ARENAL
SSA
AZTLÁN 77
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000251,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.3422,-99.1483,DFSSA000502,"DFSSA000502
C.S.T-III DRA. MARGARITA CHORNE Y SALAZAR
SSA
AVENIDA DIVISIÓN DEL NORTE 2986
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000502,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,COYOACÁN
19.5338,-99.1485,DFIMS000785,"DFIMS000785
UMF 49 EL ARBOLILLO
IMSS
AVENIDA TENAYUCA CHALMITA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000785,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.4409,-99.1486,DFIST000435,"DFIST000435
GUERRERO
ISSSTE
GUERRERO 65
UNIDAD DE CONSULTA EXTERNA",157,DFIST000435,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4143,-99.1486,DFSSA003973,"DFSSA003973
HOSPITAL GENERAL DE MÉXICO
SSA
DR. BALMIS 148
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003973,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4356,-99.1488,DFIST000901,"DFIST000901
S.H.C.P. (ANTES CABALLITO)
ISSSTE
AVENIDA JUÁREZ TORRE PRINCIPAL 101
UNIDAD DE CONSULTA EXTERNA",157,DFIST000901,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4243,-99.1488,DFSSA018801,"DFSSA018801
CONSULTORIO MÉDICO LEGAL DE LA FISCALIA DE HOMICIDIOS Y SECUESTROS BUNKER
SSA
DR. LAVISTA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018801,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4065,-99.1491,DFSSA003331,"DFSSA003331
CENTRO DERMATOLÓGICO DR. LADISLAO DE LA PASCUA
SSA
DR. VÉRTIZ 464
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003331,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.2024,-99.1495,DFSSA018323,"DFSSA018323
CARAVANA TOPILEJO
SSA
CRUZ BLANCA ESQUINA MARGARITAS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018323,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2898,-99.1496,DFSSA003956,"DFSSA003956
INSTITUTO NACIONAL DE REHABILITACIÓN
SSA
CALZADA MÉXICO-XOCHIMILCO 289
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003956,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.3143,-99.1499,DFSSA000490,"DFSSA000490
C.S.T-III DR. GUSTAVO A. ROVIROSA PÉREZ
SSA
SAN GABRIEL ESQUINA SAN ALBERTO 517 LOTE 1, MZA. 931, ZONA 1
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000490,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,COYOACÁN
19.3845,-99.15,DFIST000271,"DFIST000271
NARVARTE
ISSSTE
EUGENIA 230
UNIDAD DE CONSULTA EXTERNA",157,DFIST000271,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4224,-99.15,DFIST000341,"DFIST000341
INDIANILLA
ISSSTE
DR. CLAUDIO BERNARD 85
UNIDAD DE CONSULTA EXTERNA",157,DFIST000341,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.5445,-99.1502,DFSSA000876,"DFSSA000876
UNIDAD MÉDICA DEL RECLUSORIO PREVENTIVO VARONIL NORTE
SSA
JAIME NUNO 155
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA000876,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,GUSTAVO A. MADERO
19.3145,-99.1505,DFSSA018422,"DFSSA018422
UNEME CAPA DR. GUSTAVO A. ROVIROSA PÉREZ
SSA
SAN GABRIEL ESQUINA SAN ALBERTO 517 LOTE 1 MANZANA 931 ZONA 1
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018422,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,COYOACÁN
19.4353,-99.1511,DFIST000336,"DFIST000336
# 51 ISSSTE PLAZA DE LA REPUBLICA
ISSSTE
AVENIDA PLAZA DE LA REPÚBLICA 140
UNIDAD DE CONSULTA EXTERNA",157,DFIST000336,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4403,-99.1514,DFSSA003360,"DFSSA003360
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL CUH- 2
SSA
ALDAMA Y MINA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003360,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4285,-99.1516,DFIST000802,"DFIST000802
# 22 C.O.F.A.A. DEL I.P.N.
ISSSTE
TRES GUERRAS 27
UNIDAD DE CONSULTA EXTERNA",157,DFIST000802,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4122,-99.1522,DFSSA004084,"DFSSA004084
HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ
SSA
DR. MARQUEZ 162
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA004084,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4015,-99.1523,DFSSA018043,"DFSSA018043
UNIDAD MÉDICA DE LA COMUNIDAD DE DIAGNÓSTICO INTEGRAL PARA ADOLESCENTES
SSA
PETEN ESQUINA OBRERO MUNDIAL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018043,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.4011,-99.1523,DFSSA018060,"DFSSA018060
UNIDAD MÉDICA DE LA COMUNIDAD ESPECIALIZADA EN ADOLESCENTES DR. ALFONSO QUIROZ CUARÓN
SSA
PETEN ESQUINA OBRERO MUNDIAL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018060,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,BENITO JUÁREZ
19.3282,-99.1525,DFIMS000131,"DFIMS000131
UMF 15 ERMITA IZTAPALAPA
IMSS
CALZADA ERMITA IZTAPALAPA CAPRICORNIO Y LA VIGA 411
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000131,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,COYOACÁN
19.3282,-99.1525,DFIMS000143,"DFIMS000143
UMF 19 COYOACAN
IMSS
PRESIDENTE CARRANZA ENTRE CARRILLO PUERTO 100
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000143,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,COYOACÁN
19.3282,-99.1525,DFIMS000155,"DFIMS000155
UMF 46 SORIANO
IMSS
CALZADA DE TLALPAN NEZAHUALPILLI Y XOTEPINGO 2655
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000155,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,COYOACÁN
19.2934,-99.1526,DFSSA004072,"DFSSA004072
INSTITUTO NACIONAL DE PSIQUIATRÍA RAMÓN DE LA FUENTE MUÑÍZ
SSA
CALZADA MÉXICO-XOCHIMILCO 101
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA004072,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.3217,-99.1527,DFSSA000485,"DFSSA000485
C.S.T-II NAYARITAS
SSA
HUITZILOPOCHTLI ESQUINA NAYARITAS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000485,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,COYOACÁN
19.4093,-99.1529,DFIMS000563,"DFIMS000563
BCO. SANGRE CMN SIGLO XXI
IMSS
AVENIDA CUAUHTÉMOC ENTRE DR. MÁRQUEZ Y EJE 3 SUR 330
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000563,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4307,-99.1529,DFIST000790,"DFIST000790
# 19 S.G.
ISSSTE
BUCARELI 99
UNIDAD DE CONSULTA EXTERNA",157,DFIST000790,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4343,-99.1532,DFIST000872,"DFIST000872
FOMENTO DEPORTIVO ISSSTE
ISSSTE
JOSÉ MARÍA LA FRAGUA 18 2O. PISO
UNIDAD DE CONSULTA EXTERNA",157,DFIST000872,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4329,-99.1534,DFSDN000045,"DFSDN000045
ENFERMERÍA MILITAR DE POPOTLA, D. F.
SEDENA
CAMPO MILITAR NO. 1-B  ENTRE CALZADA MÉXICO TACUBA Y CALLE FELIPE CARRILLO PUERTO 
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000045,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.4329,-99.1534,DFSSA003314,"DFSSA003314
CLÍNICA DE ESPECIALIDADES NO. 2
SSA
REPÚBLICA DE GUATEMALA 78
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003314,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.2911,-99.1536,DFSSA004031,"DFSSA004031
INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ
SSA
JUAN BADIANO 1
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA004031,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.433,-99.1537,DFIMS000645,"DFIMS000645
UMF 1 COL. ROMA
IMSS
AVENIDA CUAUHTÉMOC ENTRE DR. MÁRQUEZ Y EJE 3 SUR 330
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000645,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,CUAUHTÉMOC
